,date,Appliances,lights
144,2016-01-12 17:00:00,60,0
145,2016-01-12 17:10:00,60,10
146,2016-01-12 17:20:00,210,20
147,2016-01-12 17:30:00,380,20
148,2016-01-12 17:40:00,370,40
149,2016-01-12 17:50:00,230,30
150,2016-01-12 18:00:00,80,40
151,2016-01-12 18:10:00,90,30
152,2016-01-12 18:20:00,70,20
153,2016-01-12 18:30:00,40,10
154,2016-01-12 18:40:00,40,0
155,2016-01-12 18:50:00,30,0
156,2016-01-12 19:00:00,50,0
157,2016-01-12 19:10:00,50,0
158,2016-01-12 19:20:00,60,0
159,2016-01-12 19:30:00,50,0
160,2016-01-12 19:40:00,60,0
161,2016-01-12 19:50:00,60,0
162,2016-01-12 20:00:00,60,0
163,2016-01-12 20:10:00,50,0
164,2016-01-12 20:20:00,50,0
165,2016-01-12 20:30:00,50,0
166,2016-01-12 20:40:00,50,0
167,2016-01-12 20:50:00,50,0
168,2016-01-12 21:00:00,60,0
169,2016-01-12 21:10:00,60,0
170,2016-01-12 21:20:00,40,0
171,2016-01-12 21:30:00,30,0
172,2016-01-12 21:40:00,30,20
173,2016-01-12 21:50:00,30,10
174,2016-01-12 22:00:00,40,0
175,2016-01-12 22:10:00,50,10
176,2016-01-12 22:20:00,50,0
177,2016-01-12 22:30:00,50,0
178,2016-01-12 22:40:00,40,0
179,2016-01-12 22:50:00,50,0
180,2016-01-12 23:00:00,40,0
181,2016-01-12 23:10:00,40,0
182,2016-01-12 23:20:00,40,0
183,2016-01-12 23:30:00,40,0
184,2016-01-12 23:40:00,50,0
185,2016-01-12 23:50:00,50,0
186,2016-01-13 00:00:00,50,0
187,2016-01-13 00:10:00,30,0
188,2016-01-13 00:20:00,20,0
189,2016-01-13 00:30:00,30,0
190,2016-01-13 00:40:00,20,0
191,2016-01-13 00:50:00,40,0
192,2016-01-13 01:00:00,50,0
193,2016-01-13 01:10:00,60,0
194,2016-01-13 01:20:00,50,0
195,2016-01-13 01:30:00,40,0
196,2016-01-13 01:40:00,40,0
197,2016-01-13 01:50:00,50,0
198,2016-01-13 02:00:00,40,0
199,2016-01-13 02:10:00,40,0
200,2016-01-13 02:20:00,50,0
201,2016-01-13 02:30:00,50,0
202,2016-01-13 02:40:00,50,0
203,2016-01-13 02:50:00,40,0
204,2016-01-13 03:00:00,30,0
205,2016-01-13 03:10:00,20,0
206,2016-01-13 03:20:00,20,0
207,2016-01-13 03:30:00,20,0
208,2016-01-13 03:40:00,50,0
209,2016-01-13 03:50:00,50,0
210,2016-01-13 04:00:00,50,0
211,2016-01-13 04:10:00,40,0
212,2016-01-13 04:20:00,40,0
213,2016-01-13 04:30:00,50,0
214,2016-01-13 04:40:00,40,0
215,2016-01-13 04:50:00,50,0
216,2016-01-13 05:00:00,50,0
217,2016-01-13 05:10:00,50,0
218,2016-01-13 05:20:00,40,0
219,2016-01-13 05:30:00,40,0
220,2016-01-13 05:40:00,50,0
221,2016-01-13 05:50:00,20,0
222,2016-01-13 06:00:00,20,0
223,2016-01-13 06:10:00,50,0
224,2016-01-13 06:20:00,30,10
225,2016-01-13 06:30:00,50,10
226,2016-01-13 06:40:00,50,10
227,2016-01-13 06:50:00,200,0
228,2016-01-13 07:00:00,110,10
229,2016-01-13 07:10:00,80,10
230,2016-01-13 07:20:00,50,0
231,2016-01-13 07:30:00,50,0
232,2016-01-13 07:40:00,50,0
233,2016-01-13 07:50:00,40,0
234,2016-01-13 08:00:00,40,0
235,2016-01-13 08:10:00,30,0
236,2016-01-13 08:20:00,180,20
237,2016-01-13 08:30:00,350,30
238,2016-01-13 08:40:00,350,20
239,2016-01-13 08:50:00,300,30
240,2016-01-13 09:00:00,400,20
241,2016-01-13 09:10:00,390,30
242,2016-01-13 09:20:00,290,30
243,2016-01-13 09:30:00,60,30
244,2016-01-13 09:40:00,70,20
245,2016-01-13 09:50:00,110,30
246,2016-01-13 10:00:00,90,20
247,2016-01-13 10:10:00,60,20
248,2016-01-13 10:20:00,70,20
249,2016-01-13 10:30:00,80,20
250,2016-01-13 10:40:00,60,0
251,2016-01-13 10:50:00,40,10
252,2016-01-13 11:00:00,30,10
253,2016-01-13 11:10:00,70,10
254,2016-01-13 11:20:00,50,10
255,2016-01-13 11:30:00,80,10
256,2016-01-13 11:40:00,80,10
257,2016-01-13 11:50:00,50,0
258,2016-01-13 12:00:00,40,0
259,2016-01-13 12:10:00,50,0
260,2016-01-13 12:20:00,40,0
261,2016-01-13 12:30:00,40,0
262,2016-01-13 12:40:00,50,0
263,2016-01-13 12:50:00,30,0
264,2016-01-13 13:00:00,30,0
265,2016-01-13 13:10:00,20,0
266,2016-01-13 13:20:00,20,0
267,2016-01-13 13:30:00,50,0
268,2016-01-13 13:40:00,40,0
269,2016-01-13 13:50:00,50,0
270,2016-01-13 14:00:00,40,0
271,2016-01-13 14:10:00,60,0
272,2016-01-13 14:20:00,40,0
273,2016-01-13 14:30:00,40,0
274,2016-01-13 14:40:00,50,0
275,2016-01-13 14:50:00,40,0
276,2016-01-13 15:00:00,40,0
277,2016-01-13 15:10:00,30,0
278,2016-01-13 15:20:00,30,0
279,2016-01-13 15:30:00,30,0
280,2016-01-13 15:40:00,40,0
281,2016-01-13 15:50:00,80,0
282,2016-01-13 16:00:00,70,0
283,2016-01-13 16:10:00,80,0
284,2016-01-13 16:20:00,70,0
285,2016-01-13 16:30:00,80,0
286,2016-01-13 16:40:00,80,0
287,2016-01-13 16:50:00,100,0
288,2016-01-13 17:00:00,90,0
289,2016-01-13 17:10:00,100,10
290,2016-01-13 17:20:00,90,0
291,2016-01-13 17:30:00,110,0
292,2016-01-13 17:40:00,90,10
293,2016-01-13 17:50:00,100,0
294,2016-01-13 18:00:00,100,10
295,2016-01-13 18:10:00,110,0
296,2016-01-13 18:20:00,100,10
297,2016-01-13 18:30:00,90,10
298,2016-01-13 18:40:00,90,10
299,2016-01-13 18:50:00,180,10
300,2016-01-13 19:00:00,140,0
301,2016-01-13 19:10:00,100,10
302,2016-01-13 19:20:00,110,20
303,2016-01-13 19:30:00,340,20
304,2016-01-13 19:40:00,380,20
305,2016-01-13 19:50:00,210,30
306,2016-01-13 20:00:00,150,20
307,2016-01-13 20:10:00,330,20
308,2016-01-13 20:20:00,420,20
309,2016-01-13 20:30:00,330,20
310,2016-01-13 20:40:00,130,20
311,2016-01-13 20:50:00,130,20
312,2016-01-13 21:00:00,110,20
313,2016-01-13 21:10:00,250,10
314,2016-01-13 21:20:00,520,0
315,2016-01-13 21:30:00,360,0
316,2016-01-13 21:40:00,330,0
317,2016-01-13 21:50:00,310,0
318,2016-01-13 22:00:00,270,0
319,2016-01-13 22:10:00,230,0
320,2016-01-13 22:20:00,170,10
321,2016-01-13 22:30:00,60,0
322,2016-01-13 22:40:00,30,0
323,2016-01-13 22:50:00,30,0
324,2016-01-13 23:00:00,30,0
325,2016-01-13 23:10:00,40,0
326,2016-01-13 23:20:00,50,0
327,2016-01-13 23:30:00,50,0
328,2016-01-13 23:40:00,40,0
329,2016-01-13 23:50:00,40,0
330,2016-01-14 00:00:00,50,0
331,2016-01-14 00:10:00,50,0
332,2016-01-14 00:20:00,40,0
333,2016-01-14 00:30:00,60,0
334,2016-01-14 00:40:00,40,0
335,2016-01-14 00:50:00,40,0
336,2016-01-14 01:00:00,50,0
337,2016-01-14 01:10:00,40,0
338,2016-01-14 01:20:00,30,0
339,2016-01-14 01:30:00,30,0
340,2016-01-14 01:40:00,30,0
341,2016-01-14 01:50:00,40,0
342,2016-01-14 02:00:00,40,0
343,2016-01-14 02:10:00,50,0
344,2016-01-14 02:20:00,40,0
345,2016-01-14 02:30:00,40,0
346,2016-01-14 02:40:00,40,0
347,2016-01-14 02:50:00,50,0
348,2016-01-14 03:00:00,50,0
349,2016-01-14 03:10:00,50,0
350,2016-01-14 03:20:00,40,0
351,2016-01-14 03:30:00,50,0
352,2016-01-14 03:40:00,40,0
353,2016-01-14 03:50:00,40,0
354,2016-01-14 04:00:00,20,0
355,2016-01-14 04:10:00,30,0
356,2016-01-14 04:20:00,30,0
357,2016-01-14 04:30:00,40,0
358,2016-01-14 04:40:00,50,0
359,2016-01-14 04:50:00,40,0
360,2016-01-14 05:00:00,40,0
361,2016-01-14 05:10:00,50,0
362,2016-01-14 05:20:00,40,0
363,2016-01-14 05:30:00,50,0
364,2016-01-14 05:40:00,50,0
365,2016-01-14 05:50:00,40,0
366,2016-01-14 06:00:00,50,0
367,2016-01-14 06:10:00,40,0
368,2016-01-14 06:20:00,40,0
369,2016-01-14 06:30:00,40,0
370,2016-01-14 06:40:00,40,0
371,2016-01-14 06:50:00,30,10
372,2016-01-14 07:00:00,70,10
373,2016-01-14 07:10:00,360,20
374,2016-01-14 07:20:00,400,10
375,2016-01-14 07:30:00,70,10
376,2016-01-14 07:40:00,70,0
377,2016-01-14 07:50:00,390,0
378,2016-01-14 08:00:00,100,0
379,2016-01-14 08:10:00,80,10
380,2016-01-14 08:20:00,70,0
381,2016-01-14 08:30:00,170,10
382,2016-01-14 08:40:00,360,0
383,2016-01-14 08:50:00,180,10
384,2016-01-14 09:00:00,130,0
385,2016-01-14 09:10:00,70,20
386,2016-01-14 09:20:00,70,10
387,2016-01-14 09:30:00,180,20
388,2016-01-14 09:40:00,170,20
389,2016-01-14 09:50:00,390,30
390,2016-01-14 10:00:00,420,20
391,2016-01-14 10:10:00,340,20
392,2016-01-14 10:20:00,550,10
393,2016-01-14 10:30:00,690,10
394,2016-01-14 10:40:00,620,10
395,2016-01-14 10:50:00,610,10
396,2016-01-14 11:00:00,490,10
397,2016-01-14 11:10:00,260,20
398,2016-01-14 11:20:00,240,10
399,2016-01-14 11:30:00,220,10
400,2016-01-14 11:40:00,130,10
401,2016-01-14 11:50:00,90,10
402,2016-01-14 12:00:00,290,10
403,2016-01-14 12:10:00,410,0
404,2016-01-14 12:20:00,320,0
405,2016-01-14 12:30:00,260,0
406,2016-01-14 12:40:00,210,0
407,2016-01-14 12:50:00,210,0
408,2016-01-14 13:00:00,140,0
409,2016-01-14 13:10:00,60,0
410,2016-01-14 13:20:00,50,0
411,2016-01-14 13:30:00,60,0
412,2016-01-14 13:40:00,50,0
413,2016-01-14 13:50:00,60,0
414,2016-01-14 14:00:00,140,0
415,2016-01-14 14:10:00,270,0
416,2016-01-14 14:20:00,200,0
417,2016-01-14 14:30:00,60,0
418,2016-01-14 14:40:00,50,0
419,2016-01-14 14:50:00,60,0
420,2016-01-14 15:00:00,80,0
421,2016-01-14 15:10:00,50,0
422,2016-01-14 15:20:00,40,0
423,2016-01-14 15:30:00,50,0
424,2016-01-14 15:40:00,50,0
425,2016-01-14 15:50:00,40,0
426,2016-01-14 16:00:00,30,0
427,2016-01-14 16:10:00,30,0
428,2016-01-14 16:20:00,200,0
429,2016-01-14 16:30:00,450,0
430,2016-01-14 16:40:00,400,0
431,2016-01-14 16:50:00,740,0
432,2016-01-14 17:00:00,910,0
433,2016-01-14 17:10:00,610,10
434,2016-01-14 17:20:00,510,10
435,2016-01-14 17:30:00,190,0
436,2016-01-14 17:40:00,110,10
437,2016-01-14 17:50:00,100,0
438,2016-01-14 18:00:00,90,10
439,2016-01-14 18:10:00,110,10
440,2016-01-14 18:20:00,100,0
441,2016-01-14 18:30:00,110,10
442,2016-01-14 18:40:00,100,10
443,2016-01-14 18:50:00,790,10
444,2016-01-14 19:00:00,380,10
445,2016-01-14 19:10:00,360,10
446,2016-01-14 19:20:00,360,10
447,2016-01-14 19:30:00,100,10
448,2016-01-14 19:40:00,100,10
449,2016-01-14 19:50:00,90,10
450,2016-01-14 20:00:00,90,20
451,2016-01-14 20:10:00,110,10
452,2016-01-14 20:20:00,140,30
453,2016-01-14 20:30:00,110,20
454,2016-01-14 20:40:00,100,20
455,2016-01-14 20:50:00,110,20
456,2016-01-14 21:00:00,130,20
457,2016-01-14 21:10:00,140,30
458,2016-01-14 21:20:00,130,20
459,2016-01-14 21:30:00,120,20
460,2016-01-14 21:40:00,100,10
461,2016-01-14 21:50:00,80,0
462,2016-01-14 22:00:00,50,10
463,2016-01-14 22:10:00,50,0
464,2016-01-14 22:20:00,50,0
465,2016-01-14 22:30:00,40,0
466,2016-01-14 22:40:00,50,0
467,2016-01-14 22:50:00,50,0
468,2016-01-14 23:00:00,50,0
469,2016-01-14 23:10:00,40,0
470,2016-01-14 23:20:00,30,0
471,2016-01-14 23:30:00,30,0
472,2016-01-14 23:40:00,40,0
473,2016-01-14 23:50:00,40,0
474,2016-01-15 00:00:00,50,0
475,2016-01-15 00:10:00,60,0
476,2016-01-15 00:20:00,50,0
477,2016-01-15 00:30:00,60,0
478,2016-01-15 00:40:00,50,0
479,2016-01-15 00:50:00,50,0
480,2016-01-15 01:00:00,50,0
481,2016-01-15 01:10:00,50,0
482,2016-01-15 01:20:00,50,0
483,2016-01-15 01:30:00,50,0
484,2016-01-15 01:40:00,60,0
485,2016-01-15 01:50:00,50,0
486,2016-01-15 02:00:00,50,0
487,2016-01-15 02:10:00,50,0
488,2016-01-15 02:20:00,50,0
489,2016-01-15 02:30:00,40,0
490,2016-01-15 02:40:00,50,0
491,2016-01-15 02:50:00,40,0
492,2016-01-15 03:00:00,30,0
493,2016-01-15 03:10:00,40,0
494,2016-01-15 03:20:00,30,0
495,2016-01-15 03:30:00,60,0
496,2016-01-15 03:40:00,50,0
497,2016-01-15 03:50:00,50,0
498,2016-01-15 04:00:00,40,0
499,2016-01-15 04:10:00,50,0
500,2016-01-15 04:20:00,60,0
501,2016-01-15 04:30:00,50,0
502,2016-01-15 04:40:00,50,0
503,2016-01-15 04:50:00,50,0
504,2016-01-15 05:00:00,50,0
505,2016-01-15 05:10:00,40,0
506,2016-01-15 05:20:00,50,0
507,2016-01-15 05:30:00,50,0
508,2016-01-15 05:40:00,50,0
509,2016-01-15 05:50:00,60,0
510,2016-01-15 06:00:00,50,0
511,2016-01-15 06:10:00,40,0
512,2016-01-15 06:20:00,50,0
513,2016-01-15 06:30:00,50,0
514,2016-01-15 06:40:00,50,0
515,2016-01-15 06:50:00,30,0
516,2016-01-15 07:00:00,70,10
517,2016-01-15 07:10:00,50,10
518,2016-01-15 07:20:00,50,10
519,2016-01-15 07:30:00,50,10
520,2016-01-15 07:40:00,50,0
521,2016-01-15 07:50:00,40,10
522,2016-01-15 08:00:00,50,10
523,2016-01-15 08:10:00,50,10
524,2016-01-15 08:20:00,150,10
525,2016-01-15 08:30:00,390,20
526,2016-01-15 08:40:00,390,10
527,2016-01-15 08:50:00,380,10
528,2016-01-15 09:00:00,400,10
529,2016-01-15 09:10:00,370,10
530,2016-01-15 09:20:00,310,10
531,2016-01-15 09:30:00,40,10
532,2016-01-15 09:40:00,50,0
533,2016-01-15 09:50:00,70,10
534,2016-01-15 10:00:00,60,10
535,2016-01-15 10:10:00,90,10
536,2016-01-15 10:20:00,60,10
537,2016-01-15 10:30:00,60,20
538,2016-01-15 10:40:00,100,0
539,2016-01-15 10:50:00,380,10
540,2016-01-15 11:00:00,390,10
541,2016-01-15 11:10:00,130,10
542,2016-01-15 11:20:00,60,0
543,2016-01-15 11:30:00,60,10
544,2016-01-15 11:40:00,50,10
545,2016-01-15 11:50:00,60,10
546,2016-01-15 12:00:00,60,10
547,2016-01-15 12:10:00,240,0
548,2016-01-15 12:20:00,80,10
549,2016-01-15 12:30:00,80,0
550,2016-01-15 12:40:00,400,0
551,2016-01-15 12:50:00,400,0
552,2016-01-15 13:00:00,460,10
553,2016-01-15 13:10:00,170,0
554,2016-01-15 13:20:00,210,0
555,2016-01-15 13:30:00,190,0
556,2016-01-15 13:40:00,70,0
557,2016-01-15 13:50:00,80,0
558,2016-01-15 14:00:00,60,10
559,2016-01-15 14:10:00,70,0
560,2016-01-15 14:20:00,60,0
561,2016-01-15 14:30:00,70,0
562,2016-01-15 14:40:00,60,0
563,2016-01-15 14:50:00,60,0
564,2016-01-15 15:00:00,60,0
565,2016-01-15 15:10:00,60,0
566,2016-01-15 15:20:00,60,0
567,2016-01-15 15:30:00,50,10
568,2016-01-15 15:40:00,50,0
569,2016-01-15 15:50:00,60,0
570,2016-01-15 16:00:00,50,0
571,2016-01-15 16:10:00,50,0
572,2016-01-15 16:20:00,70,0
573,2016-01-15 16:30:00,50,0
574,2016-01-15 16:40:00,60,0
575,2016-01-15 16:50:00,60,0
576,2016-01-15 17:00:00,90,0
577,2016-01-15 17:10:00,100,10
578,2016-01-15 17:20:00,90,0
579,2016-01-15 17:30:00,100,10
580,2016-01-15 17:40:00,110,0
581,2016-01-15 17:50:00,100,10
582,2016-01-15 18:00:00,80,0
583,2016-01-15 18:10:00,110,10
584,2016-01-15 18:20:00,260,10
585,2016-01-15 18:30:00,350,10
586,2016-01-15 18:40:00,500,10
587,2016-01-15 18:50:00,370,10
588,2016-01-15 19:00:00,330,20
589,2016-01-15 19:10:00,100,10
590,2016-01-15 19:20:00,110,20
591,2016-01-15 19:30:00,140,20
592,2016-01-15 19:40:00,310,30
593,2016-01-15 19:50:00,330,20
594,2016-01-15 20:00:00,190,20
595,2016-01-15 20:10:00,160,20
596,2016-01-15 20:20:00,160,30
597,2016-01-15 20:30:00,480,10
598,2016-01-15 20:40:00,280,20
599,2016-01-15 20:50:00,130,20
600,2016-01-15 21:00:00,150,20
601,2016-01-15 21:10:00,140,20
602,2016-01-15 21:20:00,130,20
603,2016-01-15 21:30:00,130,20
604,2016-01-15 21:40:00,340,20
605,2016-01-15 21:50:00,490,10
606,2016-01-15 22:00:00,230,10
607,2016-01-15 22:10:00,360,10
608,2016-01-15 22:20:00,410,10
609,2016-01-15 22:30:00,150,0
610,2016-01-15 22:40:00,80,10
611,2016-01-15 22:50:00,80,10
612,2016-01-15 23:00:00,70,10
613,2016-01-15 23:10:00,70,10
614,2016-01-15 23:20:00,70,0
615,2016-01-15 23:30:00,60,10
616,2016-01-15 23:40:00,60,10
617,2016-01-15 23:50:00,50,10
618,2016-01-16 00:00:00,50,0
619,2016-01-16 00:10:00,50,0
620,2016-01-16 00:20:00,30,0
621,2016-01-16 00:30:00,20,0
622,2016-01-16 00:40:00,40,0
623,2016-01-16 00:50:00,50,0
624,2016-01-16 01:00:00,50,0
625,2016-01-16 01:10:00,50,0
626,2016-01-16 01:20:00,60,0
627,2016-01-16 01:30:00,50,0
628,2016-01-16 01:40:00,60,0
629,2016-01-16 01:50:00,50,0
630,2016-01-16 02:00:00,40,0
631,2016-01-16 02:10:00,50,0
632,2016-01-16 02:20:00,50,0
633,2016-01-16 02:30:00,50,0
634,2016-01-16 02:40:00,50,0
635,2016-01-16 02:50:00,40,0
636,2016-01-16 03:00:00,30,0
637,2016-01-16 03:10:00,30,0
638,2016-01-16 03:20:00,40,0
639,2016-01-16 03:30:00,50,0
640,2016-01-16 03:40:00,50,0
641,2016-01-16 03:50:00,50,0
642,2016-01-16 04:00:00,50,0
643,2016-01-16 04:10:00,60,0
644,2016-01-16 04:20:00,50,0
645,2016-01-16 04:30:00,50,0
646,2016-01-16 04:40:00,40,0
647,2016-01-16 04:50:00,50,0
648,2016-01-16 05:00:00,50,0
649,2016-01-16 05:10:00,50,0
650,2016-01-16 05:20:00,50,0
651,2016-01-16 05:30:00,30,0
652,2016-01-16 05:40:00,30,0
653,2016-01-16 05:50:00,30,0
654,2016-01-16 06:00:00,50,0
655,2016-01-16 06:10:00,50,0
656,2016-01-16 06:20:00,40,0
657,2016-01-16 06:30:00,60,0
658,2016-01-16 06:40:00,60,0
659,2016-01-16 06:50:00,50,0
660,2016-01-16 07:00:00,50,0
661,2016-01-16 07:10:00,50,0
662,2016-01-16 07:20:00,220,0
663,2016-01-16 07:30:00,390,10
664,2016-01-16 07:40:00,380,10
665,2016-01-16 07:50:00,390,10
666,2016-01-16 08:00:00,390,10
667,2016-01-16 08:10:00,240,10
668,2016-01-16 08:20:00,40,10
669,2016-01-16 08:30:00,70,10
670,2016-01-16 08:40:00,50,0
671,2016-01-16 08:50:00,50,0
672,2016-01-16 09:00:00,70,0
673,2016-01-16 09:10:00,60,0
674,2016-01-16 09:20:00,70,0
675,2016-01-16 09:30:00,60,0
676,2016-01-16 09:40:00,50,0
677,2016-01-16 09:50:00,60,0
678,2016-01-16 10:00:00,60,0
679,2016-01-16 10:10:00,80,0
680,2016-01-16 10:20:00,100,0
681,2016-01-16 10:30:00,60,0
682,2016-01-16 10:40:00,70,0
683,2016-01-16 10:50:00,60,0
684,2016-01-16 11:00:00,60,0
685,2016-01-16 11:10:00,50,0
686,2016-01-16 11:20:00,50,0
687,2016-01-16 11:30:00,40,0
688,2016-01-16 11:40:00,50,0
689,2016-01-16 11:50:00,70,0
690,2016-01-16 12:00:00,60,0
691,2016-01-16 12:10:00,60,0
692,2016-01-16 12:20:00,80,0
693,2016-01-16 12:30:00,80,0
694,2016-01-16 12:40:00,80,0
695,2016-01-16 12:50:00,90,0
696,2016-01-16 13:00:00,90,0
697,2016-01-16 13:10:00,100,0
698,2016-01-16 13:20:00,80,0
699,2016-01-16 13:30:00,90,0
700,2016-01-16 13:40:00,80,0
701,2016-01-16 13:50:00,80,0
702,2016-01-16 14:00:00,80,0
703,2016-01-16 14:10:00,80,0
704,2016-01-16 14:20:00,90,0
705,2016-01-16 14:30:00,70,0
706,2016-01-16 14:40:00,50,0
707,2016-01-16 14:50:00,60,10
708,2016-01-16 15:00:00,70,10
709,2016-01-16 15:10:00,80,10
710,2016-01-16 15:20:00,70,10
711,2016-01-16 15:30:00,370,10
712,2016-01-16 15:40:00,410,20
713,2016-01-16 15:50:00,250,10
714,2016-01-16 16:00:00,80,10
715,2016-01-16 16:10:00,70,10
716,2016-01-16 16:20:00,70,0
717,2016-01-16 16:30:00,80,10
718,2016-01-16 16:40:00,70,20
719,2016-01-16 16:50:00,80,20
720,2016-01-16 17:00:00,80,20
721,2016-01-16 17:10:00,150,20
722,2016-01-16 17:20:00,380,30
723,2016-01-16 17:30:00,290,30
724,2016-01-16 17:40:00,270,20
725,2016-01-16 17:50:00,420,30
726,2016-01-16 18:00:00,280,20
727,2016-01-16 18:10:00,300,20
728,2016-01-16 18:20:00,350,30
729,2016-01-16 18:30:00,270,20
730,2016-01-16 18:40:00,560,20
731,2016-01-16 18:50:00,1080,30
732,2016-01-16 19:00:00,750,20
733,2016-01-16 19:10:00,390,10
734,2016-01-16 19:20:00,350,10
