date,Windspeed,T_out
2016-01-13 13:30:00,5.0,6.433333333333334
2016-01-13 14:00:00,5.166666666666667,6.8
2016-01-13 14:30:00,5.666666666666667,6.5
2016-01-13 15:00:00,5.666666666666667,6.316666666666666
2016-01-13 15:30:00,4.666666666666667,6.366666666666666
2016-01-13 16:00:00,3.8333333333333335,6.166666666666667
2016-01-13 16:30:00,3.3333333333333335,5.466666666666666
2016-01-13 17:00:00,3.0,4.783333333333333
2016-01-13 17:30:00,3.0,4.133333333333333
2016-01-13 18:00:00,3.0,3.533333333333333
2016-01-13 18:30:00,3.0,3.033333333333333
2016-01-13 19:00:00,3.3333333333333335,2.783333333333333
2016-01-13 19:30:00,4.333333333333333,3.033333333333333
2016-01-13 20:00:00,5.0,3.1666666666666665
2016-01-13 20:30:00,5.0,3.0666666666666664
2016-01-13 21:00:00,5.0,2.9499999999999997
2016-01-13 21:30:00,5.0,2.8000000000000003
2016-01-13 22:00:00,5.166666666666667,2.783333333333333
2016-01-13 22:30:00,5.666666666666667,3.033333333333333
2016-01-13 23:00:00,5.833333333333333,3.1333333333333333
2016-01-13 23:30:00,5.333333333333333,2.9333333333333336
2016-01-14 00:00:00,5.0,2.8166666666666664
2016-01-14 00:30:00,5.0,2.8666666666666667
2016-01-14 01:00:00,5.0,2.8833333333333333
2016-01-14 01:30:00,5.0,2.8333333333333335
2016-01-14 02:00:00,5.166666666666667,2.8666666666666667
2016-01-14 02:30:00,5.666666666666667,3.0666666666666664
2016-01-14 03:00:00,5.833333333333333,3.233333333333333
2016-01-14 03:30:00,5.333333333333333,3.3333333333333335
2016-01-14 04:00:00,5.166666666666667,3.3833333333333333
2016-01-14 04:30:00,5.666666666666667,3.3333333333333335
2016-01-14 05:00:00,5.833333333333333,3.3166666666666664
2016-01-14 05:30:00,5.333333333333333,3.3666666666666667
2016-01-14 06:00:00,5.666666666666667,3.5
2016-01-14 06:30:00,7.666666666666667,3.8000000000000003
2016-01-14 07:00:00,8.833333333333334,3.9499999999999997
2016-01-14 07:30:00,8.333333333333334,3.8000000000000003
2016-01-14 08:00:00,7.166666666666667,3.3000000000000003
2016-01-14 08:30:00,4.666666666666667,2.1
2016-01-14 09:00:00,3.5,1.4000000000000001
2016-01-14 09:30:00,5.0,1.7
2016-01-14 10:00:00,5.666666666666667,1.9666666666666666
2016-01-14 10:30:00,4.666666666666667,2.1666666666666665
2016-01-14 11:00:00,4.166666666666667,2.4
2016-01-14 11:30:00,4.666666666666667,2.6999999999999997
2016-01-14 12:00:00,5.166666666666667,3.1166666666666667
2016-01-14 12:30:00,5.666666666666667,3.766666666666667
2016-01-14 13:00:00,6.0,4.3
2016-01-14 13:30:00,6.0,4.6000000000000005
2016-01-14 14:00:00,6.0,4.916666666666667
2016-01-14 14:30:00,6.0,5.266666666666667
2016-01-14 15:00:00,6.0,5.483333333333333
2016-01-14 15:30:00,6.0,5.433333333333334
2016-01-14 16:00:00,6.166666666666667,5.266666666666667
2016-01-14 16:30:00,6.666666666666667,4.866666666666666
2016-01-14 17:00:00,6.833333333333333,4.583333333333333
2016-01-14 17:30:00,6.333333333333333,4.533333333333333
2016-01-14 18:00:00,6.166666666666667,4.416666666666667
2016-01-14 18:30:00,6.666666666666667,4.166666666666667
2016-01-14 19:00:00,7.166666666666667,3.9
2016-01-14 19:30:00,7.666666666666667,3.6
2016-01-14 20:00:00,8.333333333333334,3.5
2016-01-14 20:30:00,9.333333333333334,3.8000000000000003
2016-01-14 21:00:00,9.666666666666666,3.9166666666666665
2016-01-14 21:30:00,8.666666666666666,3.6666666666666665
2016-01-14 22:00:00,7.833333333333333,3.15
2016-01-14 22:30:00,7.333333333333333,2.1
2016-01-14 23:00:00,7.333333333333333,1.3
2016-01-14 23:30:00,8.333333333333334,1.0
2016-01-15 00:00:00,9.166666666666666,0.6666666666666666
2016-01-15 00:30:00,9.666666666666666,0.26666666666666666
2016-01-15 01:00:00,10.0,0.06666666666666655
2016-01-15 01:30:00,10.0,0.26666666666666666
2016-01-15 02:00:00,10.166666666666666,0.5499999999999999
2016-01-15 02:30:00,10.666666666666666,1.0
2016-01-15 03:00:00,10.833333333333334,1.5333333333333332
2016-01-15 03:30:00,10.333333333333334,2.233333333333333
2016-01-15 04:00:00,10.0,2.75
2016-01-15 04:30:00,10.0,2.9
2016-01-15 05:00:00,10.0,3.033333333333333
2016-01-15 05:30:00,10.0,3.1333333333333333
2016-01-15 06:00:00,9.833333333333334,3.2000000000000006
2016-01-15 06:30:00,9.333333333333334,3.2000000000000006
2016-01-15 07:00:00,8.833333333333334,3.2000000000000006
2016-01-15 07:30:00,8.333333333333334,3.2000000000000006
2016-01-15 08:00:00,8.333333333333334,3.2000000000000006
2016-01-15 08:30:00,9.333333333333334,3.2000000000000006
2016-01-15 09:00:00,9.833333333333334,3.2000000000000006
2016-01-15 09:30:00,9.333333333333334,3.2000000000000006
2016-01-15 10:00:00,8.833333333333334,3.3166666666666664
2016-01-15 10:30:00,8.333333333333334,3.6666666666666665
2016-01-15 11:00:00,8.166666666666666,3.8666666666666667
2016-01-15 11:30:00,8.666666666666666,3.766666666666667
2016-01-15 12:00:00,8.833333333333334,3.733333333333333
2016-01-15 12:30:00,8.333333333333334,3.8333333333333335
2016-01-15 13:00:00,8.0,3.9499999999999997
2016-01-15 13:30:00,8.0,4.1000000000000005
2016-01-15 14:00:00,8.0,4.25
2016-01-15 14:30:00,8.0,4.3999999999999995
2016-01-15 15:00:00,7.833333333333333,4.033333333333333
2016-01-15 15:30:00,7.333333333333333,2.6333333333333333
2016-01-15 16:00:00,7.0,1.7833333333333332
2016-01-15 16:30:00,7.0,2.033333333333333
2016-01-15 17:00:00,6.666666666666667,2.316666666666667
2016-01-15 17:30:00,5.666666666666667,2.6666666666666665
2016-01-15 18:00:00,5.333333333333333,2.8333333333333335
2016-01-15 18:30:00,6.333333333333333,2.6333333333333333
2016-01-15 19:00:00,6.666666666666667,2.5
2016-01-15 19:30:00,5.666666666666667,2.5
2016-01-15 20:00:00,4.833333333333333,2.4499999999999997
2016-01-15 20:30:00,4.333333333333333,2.3000000000000003
2016-01-15 21:00:00,4.0,2.2
2016-01-15 21:30:00,4.0,2.2
2016-01-15 22:00:00,3.8333333333333335,2.283333333333333
2016-01-15 22:30:00,3.3333333333333335,2.533333333333333
2016-01-15 23:00:00,3.0,2.65
2016-01-15 23:30:00,3.0,2.5
2016-01-16 00:00:00,3.1666666666666665,2.375
2016-01-16 00:30:00,3.6666666666666665,2.3000000000000003
2016-01-16 01:00:00,4.166666666666667,2.225
2016-01-16 01:30:00,4.666666666666667,2.15
2016-01-16 02:00:00,4.5,2.0
2016-01-16 02:30:00,3.0,1.7
2016-01-16 03:00:00,2.0,1.3499999999999999
2016-01-16 03:30:00,2.0,0.9
2016-01-16 04:00:00,2.1666666666666665,0.6
2016-01-16 04:30:00,2.6666666666666665,0.6
2016-01-16 05:00:00,3.0,0.5833333333333334
2016-01-16 05:30:00,3.0,0.5333333333333333
2016-01-16 06:00:00,3.0,0.5833333333333334
2016-01-16 06:30:00,3.0,0.8333333333333334
2016-01-16 07:00:00,3.0,1.0333333333333334
2016-01-16 07:30:00,3.0,1.1333333333333335
2016-01-16 08:00:00,3.0,1.2166666666666666
2016-01-16 08:30:00,3.0,1.2666666666666666
2016-01-16 09:00:00,3.0,1.4166666666666667
2016-01-16 09:30:00,3.0,1.7666666666666666
2016-01-16 10:00:00,3.0,2.25
2016-01-16 10:30:00,3.0,3.0
2016-01-16 11:00:00,3.0,3.6999999999999997
2016-01-16 11:30:00,3.0,4.3
2016-01-16 12:00:00,3.3333333333333335,4.8999999999999995
2016-01-16 12:30:00,4.333333333333333,5.5
2016-01-16 13:00:00,4.833333333333333,5.883333333333333
2016-01-16 13:30:00,4.333333333333333,5.833333333333333
2016-01-16 14:00:00,4.5,5.7
2016-01-16 14:30:00,6.0,5.3999999999999995
2016-01-16 15:00:00,6.5,5.016666666666667
2016-01-16 15:30:00,5.0,4.466666666666667
2016-01-16 16:00:00,3.8333333333333335,3.6833333333333336
2016-01-16 16:30:00,3.3333333333333335,2.4333333333333336
2016-01-16 17:00:00,3.6666666666666665,1.75
2016-01-16 17:30:00,5.666666666666667,2.1999999999999997
2016-01-16 18:00:00,6.333333333333333,2.4166666666666665
2016-01-16 18:30:00,4.333333333333333,2.1666666666666665
2016-01-16 19:00:00,2.6666666666666665,1.8
2016-01-16 19:30:00,1.6666666666666667,1.2
2016-01-16 20:00:00,1.6666666666666667,0.7333333333333334
2016-01-16 20:30:00,3.6666666666666665,0.5333333333333333
2016-01-16 21:00:00,4.5,0.4166666666666667
2016-01-16 21:30:00,3.0,0.4666666666666666
2016-01-16 22:00:00,2.1666666666666665,0.5833333333333334
2016-01-16 22:30:00,2.6666666666666665,0.8333333333333334
2016-01-16 23:00:00,2.8333333333333335,0.9166666666666666
2016-01-16 23:30:00,2.3333333333333335,0.6666666666666666
2016-01-17 00:00:00,2.1666666666666665,0.5499999999999999
2016-01-17 00:30:00,2.6666666666666665,0.7000000000000001
2016-01-17 01:00:00,3.0,0.8333333333333334
2016-01-17 01:30:00,3.0,0.9333333333333332
2016-01-17 02:00:00,3.1666666666666665,0.9
2016-01-17 02:30:00,3.6666666666666665,0.6
2016-01-17 03:00:00,3.6666666666666665,0.43333333333333335
2016-01-17 03:30:00,2.6666666666666665,0.5333333333333333
2016-01-17 04:00:00,2.1666666666666665,0.5833333333333334
2016-01-17 04:30:00,2.6666666666666665,0.5333333333333333
2016-01-17 05:00:00,3.0,0.48333333333333334
2016-01-17 05:30:00,3.0,0.43333333333333335
2016-01-17 06:00:00,3.0,0.4166666666666667
2016-01-17 06:30:00,3.0,0.4666666666666666
2016-01-17 07:00:00,2.8333333333333335,0.2833333333333332
2016-01-17 07:30:00,2.3333333333333335,-0.3666666666666667
2016-01-17 08:00:00,2.0,-0.8000000000000002
2016-01-17 08:30:00,2.0,-0.8000000000000002
2016-01-17 09:00:00,1.8333333333333333,-0.6333333333333334
2016-01-17 09:30:00,1.3333333333333333,-0.13333333333333322
2016-01-17 10:00:00,1.0,0.3833333333333333
2016-01-17 10:30:00,1.0,0.9333333333333343
2016-01-17 11:00:00,1.1666666666666667,1.4833333333333334
2016-01-17 11:30:00,1.6666666666666667,2.033333333333333
2016-01-17 12:00:00,2.0,2.483333333333333
2016-01-17 12:30:00,2.0,2.733333333333333
2016-01-17 13:00:00,2.0,2.9166666666666665
2016-01-17 13:30:00,2.0,2.9666666666666663
2016-01-17 14:00:00,2.0,3.016666666666667
2016-01-17 14:30:00,2.0,3.0666666666666664
2016-01-17 15:00:00,1.8333333333333333,3.033333333333333
2016-01-17 15:30:00,1.3333333333333333,2.8333333333333335
2016-01-17 16:00:00,1.1666666666666667,2.3833333333333333
2016-01-17 16:30:00,1.6666666666666667,1.4333333333333333
2016-01-17 17:00:00,2.0,0.5333333333333333
2016-01-17 17:30:00,2.0,-0.26666666666666666
2016-01-17 18:00:00,2.0,-0.8333333333333334
2016-01-17 18:30:00,2.0,-0.9333333333333332
2016-01-17 19:00:00,2.0,-1.0333333333333334
2016-01-17 19:30:00,2.0,-1.1333333333333335
2016-01-17 20:00:00,2.1666666666666665,-1.25
2016-01-17 20:30:00,2.6666666666666665,-1.4000000000000001
2016-01-17 21:00:00,2.8333333333333335,-1.5666666666666667
2016-01-17 21:30:00,2.3333333333333335,-1.7666666666666666
2016-01-17 22:00:00,2.0,-1.9666666666666666
2016-01-17 22:30:00,2.0,-2.1666666666666665
2016-01-17 23:00:00,2.0,-2.3833333333333333
2016-01-17 23:30:00,2.0,-2.6333333333333333
2016-01-18 00:00:00,2.0,-2.883333333333333
2016-01-18 00:30:00,2.0,-3.133333333333333
2016-01-18 01:00:00,2.0,-3.4166666666666665
2016-01-18 01:30:00,2.0,-3.766666666666667
2016-01-18 02:00:00,2.0,-4.0
2016-01-18 02:30:00,2.0,-4.0
2016-01-18 03:00:00,2.1666666666666665,-4.0
2016-01-18 03:30:00,2.6666666666666665,-4.0
2016-01-18 04:00:00,3.0,-4.0
2016-01-18 04:30:00,3.0,-4.0
2016-01-18 05:00:00,3.0,-4.083333333333333
2016-01-18 05:30:00,3.0,-4.333333333333333
2016-01-18 06:00:00,2.8333333333333335,-4.55
2016-01-18 06:30:00,2.3333333333333335,-4.7
2016-01-18 07:00:00,2.0,-4.75
2016-01-18 07:30:00,2.0,-4.6000000000000005
2016-01-18 08:00:00,2.0,-4.433333333333334
2016-01-18 08:30:00,2.0,-4.233333333333333
2016-01-18 09:00:00,1.8333333333333333,-4.0
2016-01-18 09:30:00,1.3333333333333333,-3.6999999999999997
2016-01-18 10:00:00,1.3333333333333333,-3.283333333333333
2016-01-18 10:30:00,2.3333333333333335,-2.6333333333333333
2016-01-18 11:00:00,3.0,-2.066666666666667
2016-01-18 11:30:00,3.0,-1.6666666666666667
2016-01-18 12:00:00,3.0,-1.3499999999999999
2016-01-18 12:30:00,3.0,-1.2
2016-01-18 13:00:00,3.0,-1.0166666666666677
2016-01-18 13:30:00,3.0,-0.7666666666666666
2016-01-18 14:00:00,3.0,-0.5666666666666667
2016-01-18 14:30:00,3.0,-0.4666666666666666
2016-01-18 15:00:00,2.8333333333333335,-0.4166666666666667
2016-01-18 15:30:00,2.3333333333333335,-0.4666666666666666
2016-01-18 16:00:00,2.0,-0.6166666666666667
2016-01-18 16:30:00,2.0,-0.9666666666666656
2016-01-18 17:00:00,2.1666666666666665,-1.3333333333333333
2016-01-18 17:30:00,2.6666666666666665,-1.7333333333333334
2016-01-18 18:00:00,3.0,-2.0833333333333335
2016-01-18 18:30:00,3.0,-2.3333333333333335
2016-01-18 19:00:00,3.0,-2.5
2016-01-18 19:30:00,3.0,-2.5
2016-01-18 20:00:00,2.8333333333333335,-2.5833333333333335
2016-01-18 20:30:00,2.3333333333333335,-2.8333333333333335
2016-01-18 21:00:00,2.0,-3.1666666666666665
2016-01-18 21:30:00,2.0,-3.6666666666666665
2016-01-18 22:00:00,1.8333333333333333,-4.1499999999999995
2016-01-18 22:30:00,1.3333333333333333,-4.6000000000000005
2016-01-18 23:00:00,1.0,-4.833333333333333
2016-01-18 23:30:00,1.0,-4.633333333333333
2016-01-19 00:00:00,1.0,-4.516666666666667
2016-01-19 00:30:00,1.0,-4.566666666666666
2016-01-19 01:00:00,1.0,-4.55
2016-01-19 01:30:00,1.0,-4.3999999999999995
2016-01-19 02:00:00,1.0,-4.333333333333333
2016-01-19 02:30:00,1.0,-4.433333333333334
2016-01-19 03:00:00,1.0,-4.433333333333334
2016-01-19 03:30:00,1.0,-4.233333333333333
2016-01-19 04:00:00,1.0,-4.1
2016-01-19 04:30:00,1.0,-4.1
2016-01-19 05:00:00,1.0,-4.166666666666667
2016-01-19 05:30:00,1.0,-4.366666666666666
2016-01-19 06:00:00,1.0,-4.466666666666667
2016-01-19 06:30:00,1.0,-4.366666666666666
2016-01-19 07:00:00,1.0,-4.3
2016-01-19 07:30:00,1.0,-4.3
2016-01-19 08:00:00,1.0,-4.3999999999999995
2016-01-19 08:30:00,1.0,-4.7
2016-01-19 09:00:00,1.0,-4.7
2016-01-19 09:30:00,1.0,-4.1
2016-01-19 10:00:00,1.0,-3.483333333333333
2016-01-19 10:30:00,1.0,-2.8333333333333335
2016-01-19 11:00:00,1.0,-2.266666666666667
2016-01-19 11:30:00,1.0,-1.8666666666666665
2016-01-19 12:00:00,1.0,-1.3333333333333333
2016-01-19 12:30:00,1.0,-0.5333333333333333
2016-01-19 13:00:00,1.0,-0.03333333333333333
2016-01-19 13:30:00,1.0,-0.13333333333333333
2016-01-19 14:00:00,1.0,0.11666666666666665
2016-01-19 14:30:00,1.0,1.0666666666666667
2016-01-19 15:00:00,1.0,1.4666666666666668
2016-01-19 15:30:00,1.0,0.7666666666666666
2016-01-19 16:00:00,1.0,0.16666666666666674
2016-01-19 16:30:00,1.0,-0.2333333333333333
2016-01-19 17:00:00,1.0,-0.75
2016-01-19 17:30:00,1.0,-1.5
2016-01-19 18:00:00,1.0,-2.1166666666666667
2016-01-19 18:30:00,1.0,-2.4666666666666663
2016-01-19 19:00:00,0.8333333333333334,-2.75
2016-01-19 19:30:00,0.33333333333333326,-2.9
2016-01-19 20:00:00,0.33333333333333326,-3.25
2016-01-19 20:30:00,1.3333333333333333,-4.0
2016-01-19 21:00:00,1.8333333333333333,-4.3500000000000005
2016-01-19 21:30:00,1.3333333333333333,-3.9
2016-01-19 22:00:00,1.0,-3.6666666666666665
2016-01-19 22:30:00,1.0,-3.8666666666666667
2016-01-19 23:00:00,1.0,-4.083333333333333
2016-01-19 23:30:00,1.0,-4.333333333333333
2016-01-20 00:00:00,1.1666666666666667,-4.55
2016-01-20 00:30:00,1.6666666666666667,-4.7
2016-01-20 01:00:00,1.944444444444443,-4.81111111111111
2016-01-20 01:30:00,1.7777777777777766,-4.844444444444442
2016-01-20 02:00:00,1.6111111111111134,-4.87777777777778
2016-01-20 02:30:00,1.4444444444444435,-4.9111111111111105
2016-01-20 03:00:00,1.2777777777777766,-4.944444444444444
2016-01-20 03:30:00,1.1111111111111134,-4.9777777777777805
2016-01-20 04:00:00,1.0,-4.833333333333333
2016-01-20 04:30:00,1.0,-4.333333333333333
2016-01-20 05:00:00,1.3333333333333333,-3.8333333333333335
2016-01-20 05:30:00,2.3333333333333335,-3.3333333333333335
2016-01-20 06:00:00,2.8333333333333335,-2.9666666666666663
2016-01-20 06:30:00,2.3333333333333335,-2.8666666666666667
2016-01-20 07:00:00,2.0,-2.733333333333333
2016-01-20 07:30:00,2.0,-2.533333333333333
2016-01-20 08:00:00,2.3333333333333335,-2.3666666666666667
2016-01-20 08:30:00,3.3333333333333335,-2.2666666666666666
2016-01-20 09:00:00,3.6666666666666665,-2.1666666666666665
2016-01-20 09:30:00,2.6666666666666665,-2.066666666666667
2016-01-20 10:00:00,2.1666666666666665,-1.95
2016-01-20 10:30:00,2.6666666666666665,-1.8
2016-01-20 11:00:00,3.0,-1.5666666666666667
2016-01-20 11:30:00,3.0,-1.1666666666666667
2016-01-20 12:00:00,2.8333333333333335,-0.8166666666666665
2016-01-20 12:30:00,2.3333333333333335,-0.5666666666666667
2016-01-20 13:00:00,2.0,-0.2833333333333333
2016-01-20 13:30:00,2.0,0.06666666666666653
2016-01-20 14:00:00,2.0,0.35000000000000003
2016-01-20 14:30:00,2.0,0.5
2016-01-20 15:00:00,2.0,0.6
2016-01-20 15:30:00,2.0,0.6
2016-01-20 16:00:00,2.0,0.5499999999999999
2016-01-20 16:30:00,2.0,0.39999999999999997
2016-01-20 17:00:00,2.0,0.26666666666666666
2016-01-20 17:30:00,2.0,0.16666666666666666
2016-01-20 18:00:00,2.0,0.05000000000000001
2016-01-20 18:30:00,2.0,-0.09999999999999999
2016-01-20 19:00:00,1.8333333333333333,-0.15
2016-01-20 19:30:00,1.3333333333333333,0.0
2016-01-20 20:00:00,1.1666666666666667,0.13333333333333333
2016-01-20 20:30:00,1.6666666666666667,0.2333333333333333
2016-01-20 21:00:00,2.0,0.3
2016-01-20 21:30:00,2.0,0.3
2016-01-20 22:00:00,2.0,0.3
2016-01-20 22:30:00,2.0,0.3
2016-01-20 23:00:00,2.0,0.25
2016-01-20 23:30:00,2.0,0.09999999999999999
2016-01-21 00:00:00,2.0,-0.16666666666666666
2016-01-21 00:30:00,2.0,-0.6666666666666666
2016-01-21 01:00:00,2.0,-1.1666666666666667
2016-01-21 01:30:00,2.0,-1.6666666666666667
2016-01-21 02:00:00,1.8333333333333333,-1.8
2016-01-21 02:30:00,1.3333333333333333,-1.2
2016-01-21 03:00:00,1.0,-0.7833333333333333
2016-01-21 03:30:00,1.0,-0.7333333333333334
2016-01-21 04:00:00,1.1666666666666667,-0.7833333333333333
2016-01-21 04:30:00,1.6666666666666667,-1.0333333333333334
2016-01-21 05:00:00,2.0,-1.3666666666666665
2016-01-21 05:30:00,2.0,-1.8666666666666665
2016-01-21 06:00:00,2.0,-2.1333333333333333
2016-01-21 06:30:00,2.0,-1.9333333333333333
2016-01-21 07:00:00,1.8333333333333333,-1.9666666666666668
2016-01-21 07:30:00,1.3333333333333333,-2.4666666666666663
2016-01-21 08:00:00,1.0,-3.0499999999999994
2016-01-21 08:30:00,1.0,-3.7999999999999994
2016-01-21 09:00:00,1.0,-3.8333333333333335
2016-01-21 09:30:00,1.0,-2.433333333333333
2016-01-21 10:00:00,1.0,-1.0833333333333324
2016-01-21 10:30:00,1.0,0.16666666666666663
2016-01-21 11:00:00,1.0,1.2
2016-01-21 11:30:00,1.0,1.8
2016-01-21 12:00:00,1.0,2.4333333333333336
2016-01-21 12:30:00,1.0,3.1333333333333333
2016-01-21 13:00:00,1.1666666666666667,3.733333333333333
2016-01-21 13:30:00,1.6666666666666667,4.133333333333333
2016-01-21 14:00:00,1.8333333333333333,4.45
2016-01-21 14:30:00,1.3333333333333333,4.6000000000000005
2016-01-21 15:00:00,1.0,4.666666666666667
2016-01-21 15:30:00,1.0,4.566666666666666
2016-01-21 16:00:00,1.0,4.133333333333334
2016-01-21 16:30:00,1.0,3.033333333333333
2016-01-21 17:00:00,1.0,1.9666666666666666
2016-01-21 17:30:00,1.0,0.9666666666666667
2016-01-21 18:00:00,1.0,0.11666666666666677
2016-01-21 18:30:00,1.0,-0.43333333333333335
2016-01-21 19:00:00,1.1666666666666667,-0.7666666666666666
2016-01-21 19:30:00,1.6666666666666667,-0.6666666666666666
2016-01-21 20:00:00,2.3333333333333335,-0.31666666666666676
2016-01-21 20:30:00,3.3333333333333335,0.5333333333333333
2016-01-21 21:00:00,3.8333333333333335,0.9833333333333334
2016-01-21 21:30:00,3.3333333333333335,0.6333333333333334
2016-01-21 22:00:00,2.8333333333333335,0.23333333333333325
2016-01-21 22:30:00,2.3333333333333335,-0.26666666666666666
2016-01-21 23:00:00,2.3333333333333335,-0.5
2016-01-21 23:30:00,3.3333333333333335,-0.19999999999999998
2016-01-22 00:00:00,3.8333333333333335,-0.05000000000000001
2016-01-22 00:30:00,3.3333333333333335,-0.19999999999999998
2016-01-22 01:00:00,3.0,-0.3
2016-01-22 01:30:00,3.0,-0.3
2016-01-22 02:00:00,3.0,-0.35000000000000003
2016-01-22 02:30:00,3.0,-0.5
2016-01-22 03:00:00,3.0,-0.6333333333333333
2016-01-22 03:30:00,3.0,-0.7333333333333334
2016-01-22 04:00:00,3.0,-0.8666666666666667
2016-01-22 04:30:00,3.0,-1.0666666666666667
2016-01-22 05:00:00,3.0,-1.1666666666666667
2016-01-22 05:30:00,3.0,-1.0666666666666667
2016-01-22 06:00:00,2.8333333333333335,-1.05
2016-01-22 06:30:00,2.3333333333333335,-1.2
2016-01-22 07:00:00,2.1666666666666665,-1.2166666666666666
2016-01-22 07:30:00,2.6666666666666665,-0.9666666666666667
2016-01-22 08:00:00,3.1666666666666665,-0.6833333333333332
2016-01-22 08:30:00,3.6666666666666665,-0.3333333333333333
2016-01-22 09:00:00,4.0,-0.06666666666666667
2016-01-22 09:30:00,4.0,0.03333333333333333
2016-01-22 10:00:00,4.0,0.2833333333333333
